    Ticket_ID,Month,Region,Network_Type,Issue_Type,Priority,Service_Status,Response_Time_hrs,Resolution_Time_hrs,CSAT_Rating
    TKT-3986,Feb,West Zone,TV,Slow Internet,Medium,Escalated,13.81,25.19,4.41
    TKT-3987,May,Central Zone,Landline,Installation Delay,High,Resolved,6.73,49.18,3.68
    TKT-3988,Aug,West Zone,Landline,No Signal,High,In Progress,10.54,21.06,4.0
    TKT-3989,Oct,West Zone,Broadband,Billing Error,High,In Progress,14.25,72.0,3.34
    TKT-3990,May,South Zone,TV,Slow Internet,High,Escalated,15.05,67.13,3.26
    TKT-3991,Feb,West Zone,Landline,Installation Delay,High,Escalated,18.49,73.64,2.93
    TKT-3992,Apr,North Zone,Broadband,Slow Internet,Low,In Progress,12.71,52.31,3.6
    TKT-3993,Sep,North Zone,TV,Service Outage,High,Escalated,6.33,42.29,3.87
    TKT-3994,Oct,East Zone,Broadband,Billing Error,High,In Progress,12.75,23.3,4.53
    TKT-3995,Mar,North Zone,Broadband,Dropped Calls,Low,Resolved,8.98,19.52,4.44
    TKT-3996,Oct,South Zone,TV,Dropped Calls,High,In Progress,8.21,44.18,3.95
    TKT-3997,Jun,East Zone,Landline,Billing Error,High,In Progress,5.93,35.87,4.42
    TKT-3998,Jul,South Zone,Landline,Billing Error,Medium,In Progress,5.66,51.36,4.1
    TKT-3999,Aug,West Zone,Broadband,Service Outage,Medium,In Progress,11.99,51.97,3.64
    TKT-4000,Mar,East Zone,Landline,No Signal,Medium,Resolved,10.03,69.69,3.38
    TKT-4001,Jun,West Zone,Mobile,Slow Internet,Medium,In Progress,17.6,40.49,3.47
    TKT-4002,Apr,East Zone,Mobile,Billing Error,High,Resolved,12.66,39.44,3.55
    TKT-4003,Nov,East Zone,TV,Dropped Calls,High,SLA Breached,18.35,38.29,3.66
    TKT-4004,May,North Zone,Broadband,Billing Error,High,Escalated,17.67,41.98,3.04
    TKT-4005,Apr,East Zone,Landline,Installation Delay,Low,SLA Breached,14.6,29.32,3.7
    TKT-4006,Jul,West Zone,Broadband,Dropped Calls,Medium,Resolved,8.26,35.93,3.28
    TKT-4007,Feb,West Zone,Mobile,Slow Internet,Medium,In Progress,14.98,30.11,3.91
    TKT-4008,Sep,West Zone,Landline,Dropped Calls,Medium,SLA Breached,8.61,31.3,3.76
    TKT-4009,Jul,North Zone,Broadband,Installation Delay,High,Resolved,15.89,66.34,2.65
    TKT-4010,Nov,West Zone,TV,Dropped Calls,Low,Escalated,11.05,61.23,3.6
    TKT-4011,Nov,Central Zone,Landline,Installation Delay,Low,Resolved,10.68,58.17,2.95
    TKT-4012,Jul,Central Zone,Landline,Installation Delay,Medium,Escalated,16.05,74.75,3.17
    TKT-4013,Jul,West Zone,Mobile,No Signal,High,In Progress,14.36,71.68,3.18
    TKT-4014,Jan,East Zone,Broadband,Billing Error,High,In Progress,10.66,48.92,3.87
    TKT-4015,Dec,North Zone,Mobile,Installation Delay,Low,SLA Breached,16.38,44.28,3.39
    TKT-4016,Sep,East Zone,TV,Billing Error,High,In Progress,10.98,34.16,3.95
    TKT-4017,Jul,Central Zone,Broadband,Dropped Calls,Low,Resolved,19.15,61.85,3.44
    TKT-4018,Nov,North Zone,Mobile,Slow Internet,Low,Escalated,12.66,36.76,3.71
    TKT-4019,Jul,West Zone,TV,Billing Error,Medium,SLA Breached,8.46,18.76,4.2
    TKT-4020,Jun,South Zone,Broadband,Service Outage,High,SLA Breached,9.31,33.04,3.22
    TKT-4021,Nov,South Zone,Broadband,Slow Internet,Medium,SLA Breached,19.68,76.32,2.65
    TKT-4022,Aug,Central Zone,TV,Billing Error,Low,Resolved,15.78,59.34,3.21
    TKT-4023,Jun,Central Zone,Mobile,Service Outage,High,Escalated,6.11,65.49,3.73
    TKT-4024,Jun,West Zone,TV,Slow Internet,Low,SLA Breached,16.9,45.76,2.59
    TKT-4025,Aug,East Zone,Mobile,Installation Delay,High,In Progress,9.54,40.76,3.68
    TKT-4026,Sep,North Zone,TV,Installation Delay,Low,Escalated,6.67,65.36,3.65
    TKT-4027,Feb,North Zone,Landline,Billing Error,High,In Progress,11.29,47.54,3.44
    TKT-4028,Jul,Central Zone,Landline,Service Outage,High,Escalated,14.67,62.25,3.34
    TKT-4029,Sep,Central Zone,Landline,Service Outage,Low,SLA Breached,7.47,30.32,3.84
    TKT-4030,Oct,East Zone,Landline,Service Outage,Low,SLA Breached,11.9,42.85,3.74
    TKT-4031,Jul,North Zone,TV,Dropped Calls,Medium,Resolved,15.05,57.13,3.34
    TKT-4032,Apr,West Zone,Landline,Slow Internet,Medium,In Progress,15.94,44.79,3.3
    TKT-4033,Jul,Central Zone,Landline,Installation Delay,Low,SLA Breached,11.86,65.5,3.8
    TKT-4034,Aug,South Zone,Landline,Dropped Calls,Medium,Resolved,8.27,39.57,3.62
    TKT-4035,Oct,East Zone,Landline,Billing Error,High,SLA Breached,7.95,60.66,3.67
    TKT-4036,Jun,Central Zone,Broadband,Service Outage,High,Escalated,5.97,64.23,3.21
    TKT-4037,Apr,North Zone,TV,Billing Error,Medium,SLA Breached,9.96,35.78,4.01
    TKT-4038,Aug,South Zone,Landline,Billing Error,High,SLA Breached,6.68,36.29,3.66
    TKT-4039,Dec,Central Zone,Landline,Service Outage,Medium,SLA Breached,11.77,55.58,3.71
    TKT-4040,Oct,West Zone,Broadband,No Signal,High,SLA Breached,9.16,66.5,3.17
    TKT-4041,Oct,East Zone,Mobile,No Signal,Medium,Resolved,19.26,47.81,3.4
    TKT-4042,Aug,West Zone,Broadband,Service Outage,Low,Escalated,17.93,77.71,3.04
    TKT-4043,Jan,West Zone,Mobile,Service Outage,Medium,In Progress,7.98,22.23,4.84
    TKT-4044,Mar,West Zone,Landline,Service Outage,High,SLA Breached,16.38,29.26,3.6
    TKT-4045,Dec,West Zone,Mobile,No Signal,High,SLA Breached,6.55,36.32,4.48
    TKT-4046,Jun,West Zone,Mobile,Service Outage,Low,SLA Breached,17.86,57.19,3.15
    TKT-4047,Dec,Central Zone,Mobile,Slow Internet,High,In Progress,13.26,32.12,3.73
    TKT-4048,Feb,East Zone,Landline,Dropped Calls,High,In Progress,15.04,43.39,3.86
    TKT-4049,Nov,Central Zone,Landline,Dropped Calls,Low,Resolved,9.72,20.8,4.34
    TKT-4050,Aug,Central Zone,Broadband,Installation Delay,High,In Progress,11.59,35.18,3.64
    TKT-4051,Mar,West Zone,Landline,Billing Error,Low,Escalated,11.2,53.02,3.35
    TKT-4052,Sep,South Zone,TV,Billing Error,Medium,Escalated,6.67,36.84,4.42
    TKT-4053,Feb,North Zone,Broadband,Slow Internet,High,SLA Breached,17.46,51.83,3.04
    TKT-4054,Nov,West Zone,TV,Installation Delay,Low,SLA Breached,6.41,33.66,4.0
    TKT-4055,May,Central Zone,Broadband,Service Outage,Low,Escalated,13.61,25.2,3.49
    TKT-4056,Nov,West Zone,Mobile,Service Outage,Low,In Progress,17.56,48.43,3.26
    TKT-4057,Jul,East Zone,Landline,Installation Delay,Low,Escalated,18.3,32.31,3.56
    TKT-4058,Jan,West Zone,Landline,No Signal,High,In Progress,10.74,26.08,3.87
    TKT-4059,Jan,Central Zone,TV,Dropped Calls,High,SLA Breached,10.74,62.16,3.36
    TKT-4060,Apr,North Zone,Landline,Service Outage,Low,In Progress,14.46,27.39,4.03
    TKT-4061,Apr,North Zone,TV,Billing Error,High,Resolved,14.15,58.93,3.13
    TKT-4062,Nov,South Zone,Mobile,Billing Error,High,Escalated,6.52,59.0,3.84
    TKT-4063,Aug,North Zone,Landline,Installation Delay,High,SLA Breached,19.53,39.61,3.6
    TKT-4064,Dec,West Zone,Landline,No Signal,High,In Progress,12.51,48.34,3.52
    TKT-4065,Aug,West Zone,Mobile,Billing Error,Medium,SLA Breached,10.94,41.72,3.35
    TKT-4066,Sep,Central Zone,Landline,Billing Error,Medium,Escalated,15.13,43.46,3.16
    TKT-4067,Jul,West Zone,Landline,No Signal,Medium,In Progress,6.09,46.28,4.08
    TKT-4068,Nov,South Zone,Landline,Dropped Calls,High,Escalated,8.08,45.3,3.61
    TKT-4069,Nov,Central Zone,Mobile,Service Outage,Low,SLA Breached,17.24,38.23,3.75
    TKT-4070,Sep,West Zone,Mobile,Installation Delay,High,Resolved,19.58,31.76,3.09
    TKT-4071,Feb,South Zone,Mobile,Billing Error,High,Resolved,16.54,60.82,3.35
    TKT-4072,Sep,Central Zone,Landline,Installation Delay,Low,SLA Breached,5.16,58.73,3.52
    TKT-4073,Nov,West Zone,TV,Service Outage,Low,SLA Breached,9.37,52.8,3.78
    TKT-4074,Jul,Central Zone,Broadband,Dropped Calls,Low,SLA Breached,18.4,38.01,3.3
    TKT-4075,Feb,West Zone,TV,Slow Internet,Low,Escalated,13.7,61.26,2.82
    TKT-4076,Nov,East Zone,Broadband,Service Outage,High,Resolved,7.38,65.68,2.66
    TKT-4077,Sep,West Zone,Broadband,Service Outage,High,In Progress,18.51,49.29,3.36
    TKT-4078,Feb,North Zone,TV,No Signal,Low,SLA Breached,6.08,38.43,3.85
    TKT-4079,Dec,North Zone,TV,Slow Internet,Low,SLA Breached,8.41,62.0,3.36
    TKT-4080,Jun,Central Zone,Broadband,No Signal,Medium,Escalated,14.49,45.85,3.29
    TKT-4081,Dec,North Zone,Mobile,Billing Error,High,Escalated,11.46,37.42,3.85
    TKT-4082,Aug,Central Zone,Landline,Service Outage,High,Resolved,5.68,39.07,3.95
    TKT-4083,Mar,North Zone,Broadband,Dropped Calls,Medium,Resolved,16.18,71.44,2.63
    TKT-4084,Feb,North Zone,Mobile,Dropped Calls,Medium,Escalated,10.94,62.15,4.02
    TKT-4085,Nov,Central Zone,Landline,Slow Internet,Medium,In Progress,9.74,42.27,3.58
    TKT-4086,May,West Zone,Landline,Billing Error,Low,Escalated,7.15,23.22,4.32
    TKT-4087,Jan,Central Zone,Broadband,Dropped Calls,High,Escalated,16.5,32.84,3.79
    TKT-4088,Jun,South Zone,Broadband,Installation Delay,High,Resolved,14.59,34.56,3.2
    TKT-4089,Dec,North Zone,Landline,Service Outage,Low,Escalated,9.53,23.49,4.12
    TKT-4090,Dec,North Zone,Broadband,Dropped Calls,Medium,Resolved,14.77,46.81,3.29
    TKT-4091,Oct,West Zone,TV,Slow Internet,Medium,Resolved,6.29,29.7,4.04
    TKT-4092,Jan,South Zone,Mobile,Service Outage,Medium,Resolved,13.3,45.06,4.16
    TKT-4093,Jul,Central Zone,Broadband,Service Outage,Medium,Escalated,16.34,34.74,3.54
    TKT-4094,Sep,West Zone,Mobile,Slow Internet,High,Escalated,16.79,27.48,3.42
    TKT-4095,Jul,East Zone,Landline,Billing Error,Medium,Escalated,18.22,55.24,3.01
    TKT-4096,Nov,South Zone,Mobile,Billing Error,Low,SLA Breached,18.2,66.79,3.56
    TKT-4097,Feb,West Zone,TV,Dropped Calls,Low,Resolved,18.02,61.71,3.19
    TKT-4098,Nov,North Zone,TV,No Signal,Low,Resolved,9.97,42.99,3.91
    TKT-4099,Jul,Central Zone,Landline,Dropped Calls,Low,In Progress,9.11,22.2,4.47
    TKT-4100,Aug,West Zone,Broadband,Service Outage,High,Resolved,12.49,40.18,3.06
    TKT-4101,Feb,East Zone,Mobile,Service Outage,Low,Resolved,17.34,38.13,3.47
    TKT-4102,Jan,West Zone,Landline,Service Outage,Medium,In Progress,6.63,31.11,3.54
    TKT-4103,Oct,North Zone,TV,No Signal,High,SLA Breached,13.39,38.74,3.2
    TKT-4104,Feb,East Zone,TV,Billing Error,Medium,SLA Breached,5.81,60.31,3.46
    TKT-4105,Jul,Central Zone,Landline,Slow Internet,High,SLA Breached,6.25,55.07,3.48
    TKT-4106,Dec,West Zone,TV,Service Outage,Medium,Escalated,9.69,67.51,2.77
    TKT-4107,Aug,East Zone,Broadband,Service Outage,Low,In Progress,7.02,43.04,4.47
    TKT-4108,May,South Zone,Mobile,Dropped Calls,Medium,Escalated,10.3,42.61,3.54
    TKT-4109,Mar,South Zone,Mobile,Dropped Calls,Low,Resolved,17.72,55.32,3.31
    TKT-4110,Aug,Central Zone,Mobile,Service Outage,High,Escalated,8.02,22.09,4.2
    TKT-4111,Mar,North Zone,TV,No Signal,Medium,Escalated,15.3,49.85,3.76
    TKT-4112,Mar,North Zone,TV,Installation Delay,Low,SLA Breached,10.45,61.54,3.02
    TKT-4113,Jan,North Zone,TV,Installation Delay,Medium,In Progress,7.12,55.07,4.07
    TKT-4114,Mar,South Zone,Landline,Service Outage,High,In Progress,15.32,42.61,3.76
    TKT-4115,Dec,North Zone,Broadband,No Signal,Medium,Escalated,13.09,53.51,3.87
    TKT-4116,May,East Zone,Mobile,No Signal,High,Resolved,14.81,46.14,3.43
    TKT-4117,Feb,Central Zone,TV,Installation Delay,Low,Escalated,17.86,68.21,3.18
    TKT-4118,Dec,North Zone,Mobile,Service Outage,Medium,Escalated,9.44,31.78,3.6
    TKT-4119,Mar,North Zone,Landline,Dropped Calls,Medium,SLA Breached,14.14,47.64,3.76
    TKT-4120,Jul,North Zone,Mobile,Slow Internet,High,Escalated,12.04,54.29,3.62
    TKT-4121,Nov,South Zone,TV,Service Outage,Low,In Progress,14.2,42.0,3.63
    TKT-4122,Dec,South Zone,Broadband,No Signal,High,In Progress,13.14,65.7,3.55
    TKT-4123,Apr,North Zone,Landline,No Signal,High,Escalated,18.49,36.46,3.59
    TKT-4124,Jul,East Zone,Landline,No Signal,Medium,Resolved,18.98,37.05,4.04
    TKT-4125,Nov,West Zone,Landline,No Signal,Low,SLA Breached,16.75,68.1,2.97
    TKT-4126,Sep,West Zone,Mobile,Slow Internet,Low,In Progress,5.74,35.67,3.8
    TKT-4127,Jul,East Zone,TV,Dropped Calls,Low,Resolved,15.11,42.98,3.52
    TKT-4128,Feb,West Zone,Mobile,Slow Internet,Medium,Escalated,15.67,41.63,3.12
    TKT-4129,Aug,South Zone,Mobile,Service Outage,High,Escalated,18.34,58.18,3.47
    TKT-4130,Jul,North Zone,TV,No Signal,Medium,Escalated,11.26,34.28,3.79
    TKT-4131,Jan,Central Zone,Landline,No Signal,Low,SLA Breached,17.59,51.29,2.61
    TKT-4132,Apr,East Zone,Mobile,No Signal,Low,In Progress,9.76,38.82,3.76
    TKT-4133,Jan,South Zone,Mobile,Slow Internet,Medium,Escalated,11.89,69.26,3.16
    TKT-4134,Sep,East Zone,Landline,Installation Delay,Medium,Escalated,16.79,42.98,3.27
    TKT-4135,Jun,West Zone,TV,Service Outage,Medium,Resolved,18.15,50.43,3.49
    TKT-4136,Aug,Central Zone,Broadband,Billing Error,Low,In Progress,5.9,60.75,3.91
    TKT-4137,Dec,East Zone,Landline,Installation Delay,Medium,In Progress,12.07,55.49,3.76
    TKT-4138,Aug,North Zone,Mobile,Service Outage,Low,Resolved,17.02,43.64,3.31
    TKT-4139,Mar,Central Zone,Broadband,Dropped Calls,High,SLA Breached,9.41,54.74,3.31
    TKT-4140,Sep,North Zone,Landline,Service Outage,Medium,Escalated,13.12,37.75,3.53
    TKT-4141,Mar,South Zone,Broadband,Dropped Calls,Medium,Resolved,11.49,69.4,3.44
    TKT-4142,May,South Zone,Landline,Billing Error,Low,Resolved,9.5,22.31,4.18
    TKT-4143,Aug,South Zone,Mobile,Dropped Calls,High,Escalated,11.17,38.73,3.3
    TKT-4144,Jan,South Zone,Mobile,Slow Internet,Low,SLA Breached,14.38,47.59,3.41
    TKT-4145,Oct,Central Zone,Mobile,Slow Internet,High,Resolved,8.87,27.42,4.1
    TKT-4146,Mar,West Zone,Landline,Service Outage,Low,Escalated,18.39,45.92,3.73
    TKT-4147,Feb,West Zone,Mobile,Slow Internet,High,In Progress,14.48,43.15,3.84
    TKT-4148,Jul,North Zone,Broadband,Slow Internet,Medium,Resolved,5.36,17.55,4.22
    TKT-4149,Aug,Central Zone,TV,Slow Internet,High,Resolved,12.4,61.79,4.19
    TKT-4150,Apr,Central Zone,Landline,Service Outage,Low,SLA Breached,13.97,59.49,3.37
    TKT-4151,Nov,South Zone,Mobile,Slow Internet,High,Escalated,9.01,62.16,3.16
    TKT-4152,Sep,West Zone,TV,Billing Error,Low,Resolved,14.33,65.03,3.08
    TKT-4153,Mar,North Zone,Mobile,Service Outage,Low,In Progress,14.22,30.34,4.21
    TKT-4154,Sep,East Zone,Mobile,No Signal,Low,SLA Breached,17.96,38.51,3.68
    TKT-4155,May,North Zone,Broadband,Service Outage,Low,SLA Breached,5.89,40.93,3.95
    TKT-4156,Apr,South Zone,Landline,Dropped Calls,Low,Escalated,13.13,36.02,3.62
    TKT-4157,Jul,East Zone,Landline,Slow Internet,Low,SLA Breached,10.45,32.9,3.63
    TKT-4158,Mar,Central Zone,Landline,Installation Delay,Low,SLA Breached,10.82,35.13,3.82
    TKT-4159,Nov,East Zone,Landline,Service Outage,High,SLA Breached,10.76,67.75,3.42
    TKT-4160,May,East Zone,Mobile,Installation Delay,Medium,SLA Breached,16.21,51.27,3.0
    TKT-4161,Oct,North Zone,Mobile,Service Outage,High,In Progress,5.12,56.78,3.59
    TKT-4162,Nov,Central Zone,Broadband,Slow Internet,Low,SLA Breached,5.66,37.02,4.09
    TKT-4163,May,North Zone,TV,Dropped Calls,Medium,Resolved,18.19,52.86,3.12
    TKT-4164,Jun,North Zone,Mobile,No Signal,High,Resolved,18.4,28.69,3.42
    TKT-4165,May,Central Zone,Broadband,Slow Internet,Medium,Escalated,13.07,69.71,3.42
    TKT-4166,Sep,East Zone,Mobile,Service Outage,Low,Escalated,11.83,43.21,4.01
    TKT-4167,May,Central Zone,TV,Billing Error,Medium,In Progress,5.98,41.47,3.59
    TKT-4168,Jan,North Zone,Mobile,Service Outage,Medium,SLA Breached,13.58,55.08,2.52
    TKT-4169,Dec,North Zone,Mobile,Dropped Calls,Low,Escalated,17.6,59.27,3.28
    TKT-4170,Feb,Central Zone,Landline,Installation Delay,Low,Resolved,13.07,66.78,3.52
    TKT-4171,Oct,West Zone,Mobile,Billing Error,High,SLA Breached,7.52,58.12,3.65
    TKT-4172,May,South Zone,TV,Installation Delay,Low,In Progress,6.07,60.68,3.75
    TKT-4173,Aug,South Zone,Landline,Dropped Calls,Low,Escalated,18.87,75.79,2.24
    TKT-4174,Oct,Central Zone,Broadband,Dropped Calls,Medium,Escalated,15.55,37.12,4.06
    TKT-4175,Jul,North Zone,Broadband,Service Outage,Medium,In Progress,7.53,19.6,4.58
    TKT-4176,Dec,West Zone,Mobile,Billing Error,Low,In Progress,5.37,55.01,3.94
    TKT-4177,May,East Zone,Broadband,No Signal,Low,SLA Breached,17.28,69.21,3.26
    TKT-4178,Aug,South Zone,Landline,Billing Error,Low,Escalated,15.18,27.83,3.53
    TKT-4179,Jan,Central Zone,Mobile,Slow Internet,Low,Resolved,11.43,63.7,3.2
    TKT-4180,Apr,East Zone,Mobile,Service Outage,Low,In Progress,15.95,61.98,2.69
    TKT-4181,May,North Zone,TV,Billing Error,Low,In Progress,10.42,44.16,3.38
    TKT-4182,Sep,East Zone,Landline,Billing Error,Medium,In Progress,13.63,61.32,3.13
    TKT-4183,Nov,Central Zone,TV,Dropped Calls,High,Escalated,13.95,52.92,3.15
    TKT-4184,Mar,North Zone,Broadband,Billing Error,High,Escalated,18.22,30.18,3.46
    TKT-4185,May,Central Zone,Mobile,Dropped Calls,Low,Escalated,16.15,46.72,3.26
    TKT-4186,Dec,North Zone,TV,Installation Delay,Medium,Escalated,9.85,40.5,3.82
    TKT-4187,Jan,Central Zone,Mobile,Slow Internet,High,Escalated,8.22,45.45,3.74
    TKT-4188,Jul,South Zone,Mobile,No Signal,High,SLA Breached,11.82,62.93,3.46
    TKT-4189,May,South Zone,Broadband,Slow Internet,High,SLA Breached,6.51,50.43,3.58
    TKT-4190,Oct,East Zone,TV,Installation Delay,Low,In Progress,10.54,38.76,4.04
    TKT-4191,Dec,Central Zone,TV,No Signal,Medium,Resolved,13.53,54.62,2.79
    TKT-4192,Jan,West Zone,TV,Service Outage,High,Resolved,19.89,49.26,3.3
    TKT-4193,Apr,East Zone,Broadband,Installation Delay,High,In Progress,18.12,43.14,3.64
    TKT-4194,Apr,North Zone,TV,Installation Delay,Medium,SLA Breached,10.12,62.59,3.91
    TKT-4195,Dec,North Zone,Landline,Billing Error,Low,Resolved,9.77,45.96,4.25
    TKT-4196,Mar,East Zone,Mobile,Slow Internet,Medium,Escalated,17.9,48.55,3.31
    TKT-4197,May,East Zone,Mobile,Installation Delay,Medium,In Progress,12.66,54.23,3.76
    TKT-4198,Feb,West Zone,Mobile,No Signal,High,SLA Breached,10.68,30.68,3.56
    TKT-4199,Jul,Central Zone,Broadband,Dropped Calls,High,SLA Breached,13.63,42.82,3.2
    TKT-4200,Aug,East Zone,Mobile,Dropped Calls,High,SLA Breached,11.02,52.97,3.67
    TKT-4201,May,East Zone,TV,Installation Delay,Low,SLA Breached,15.91,42.17,3.05
    TKT-4202,Dec,North Zone,Mobile,Installation Delay,High,SLA Breached,13.52,23.83,4.1
    TKT-4203,Dec,West Zone,TV,Slow Internet,Medium,Escalated,6.7,23.35,4.13
    TKT-4204,Dec,East Zone,Landline,Service Outage,Medium,In Progress,9.26,32.45,4.15
    TKT-4205,Jun,East Zone,Landline,Slow Internet,Low,Escalated,11.06,53.96,3.22
    TKT-4206,Sep,East Zone,Landline,Service Outage,Low,Escalated,13.44,52.6,4.12
    TKT-4207,Jun,South Zone,Mobile,Dropped Calls,Medium,Escalated,18.64,54.17,3.03
    TKT-4208,Oct,North Zone,TV,No Signal,Low,In Progress,17.63,42.44,3.34
    TKT-4209,Jan,West Zone,Mobile,Installation Delay,Medium,Resolved,14.35,44.44,3.56
    TKT-4210,Nov,East Zone,TV,Service Outage,Low,Resolved,7.2,54.04,3.37
    TKT-4211,Apr,North Zone,Broadband,Slow Internet,High,Resolved,14.89,62.88,3.35
    TKT-4212,Sep,Central Zone,Landline,No Signal,High,Escalated,13.5,24.47,4.06
    TKT-4213,Jan,South Zone,Mobile,No Signal,Medium,Escalated,7.77,48.09,3.41
    TKT-4214,Sep,South Zone,Landline,Installation Delay,Medium,In Progress,6.52,39.89,3.8
    TKT-4215,Nov,West Zone,Landline,Slow Internet,Medium,SLA Breached,7.65,30.7,4.29
    TKT-4216,Jun,South Zone,Landline,No Signal,High,Escalated,17.43,27.58,3.69
    TKT-4217,Mar,North Zone,Broadband,Billing Error,Low,Escalated,12.81,53.37,3.3
    TKT-4218,Mar,Central Zone,TV,Service Outage,High,Escalated,19.36,50.94,3.0
    TKT-4219,Nov,West Zone,TV,Billing Error,Low,Resolved,6.12,34.82,3.39
    TKT-4220,May,North Zone,Mobile,Billing Error,Low,In Progress,11.86,53.88,3.52
    TKT-4221,Sep,South Zone,Landline,Dropped Calls,Medium,Resolved,9.82,50.85,3.51
    TKT-4222,Sep,North Zone,Landline,Billing Error,High,SLA Breached,16.31,50.01,3.13
    TKT-4223,Nov,East Zone,Broadband,Service Outage,Medium,In Progress,8.21,51.62,3.46
    TKT-4224,Jul,East Zone,Landline,Installation Delay,High,Escalated,18.55,75.77,2.55
    TKT-4225,Jul,Central Zone,Mobile,Service Outage,Low,In Progress,6.93,24.67,4.37
    TKT-4226,Jul,West Zone,Landline,Billing Error,High,In Progress,7.4,53.32,3.8
    TKT-4227,Jul,North Zone,Mobile,Slow Internet,Medium,Resolved,10.9,25.26,3.73
    TKT-4228,Aug,Central Zone,Broadband,Slow Internet,Low,In Progress,11.36,54.66,3.36
    TKT-4229,Apr,East Zone,TV,Dropped Calls,High,Resolved,6.77,25.95,4.05
    TKT-4230,Dec,East Zone,Landline,Billing Error,High,Escalated,6.64,36.58,4.61
    TKT-4231,Jun,North Zone,TV,Service Outage,High,SLA Breached,16.06,64.69,3.32
    TKT-4232,Nov,North Zone,Mobile,Billing Error,High,Resolved,9.9,26.23,3.57
    TKT-4233,Jun,Central Zone,Broadband,Service Outage,Medium,SLA Breached,5.23,46.07,4.11
    TKT-4234,Dec,West Zone,Mobile,Dropped Calls,Low,Resolved,10.39,40.43,3.89
    TKT-4235,Jan,East Zone,Mobile,Installation Delay,Low,SLA Breached,10.98,69.12,3.02
    TKT-4236,Nov,South Zone,Mobile,Installation Delay,High,Resolved,16.95,43.98,3.27
    TKT-4237,Aug,Central Zone,Broadband,Billing Error,High,In Progress,15.4,61.41,3.45
    TKT-4238,Jun,South Zone,Landline,Installation Delay,Low,SLA Breached,10.91,69.22,3.31
    TKT-4239,Nov,East Zone,TV,Service Outage,Medium,Escalated,13.23,67.22,3.28
    TKT-4240,Dec,North Zone,Broadband,Service Outage,Low,In Progress,9.85,59.38,2.8
    TKT-4241,Feb,South Zone,Broadband,Slow Internet,Medium,Escalated,18.79,50.65,3.26
    TKT-4242,May,Central Zone,Mobile,Service Outage,Medium,Escalated,11.01,66.57,3.16
    TKT-4243,Dec,Central Zone,Mobile,Slow Internet,Medium,In Progress,13.67,66.03,3.44
